236.133	14.273	16.7237	333.61	14.403	7.78683
183.909	11.559	3.77579	223.633	15.259	4.59904
14.846	15.02	19.62269	-268.707	14.113	19.67454
54.519	13.122	6.04176	-97.638	13.891	6.00979
260.085	13.441	10.70422	88.012	13.488	15.67044
-85.742	14.398	6.60094	-298.15	15.058	6.89731
-166.573	11.676	8.53122	213.857	11.721	2.85537
274.848	11.74	5.37006	296.265	14.376	7.01445
-341.885	14.845	9.75381	-136.85	15.0	18.11278
-217.082	12.202	16.62886	-262.184	14.046	3.69893
284.97	11.581	6.78978	254.037	13.625	16.9562
-323.769	12.364	13.21085	-243.016	14.702	13.02621
322.601	14.694	11.11816	238.2	13.74	6.20012
298.725	12.627	12.38747	-290.907	13.917	9.57729
-142.742	13.007	6.98953	200.52	13.343	6.52146
-2.074	13.247	19.93359	-159.379	12.691	9.99649
139.985	12.181	19.10925	54.813	13.607	17.80989
22.888	14.39	14.89418	-287.769	11.615	19.69404
110.893	15.299	8.67216	194.347	12.112	7.46276
288.95	14.65	8.64758	-7.391	14.794	13.49612
181.707	11.958	13.7708	252.267	12.831	13.08639
-125.109	15.119	4.03698	-164.267	12.703	6.77847
-326.551	14.265	5.08392	154.17	13.118	17.03315
197.22	13.632	15.94066	240.452	13.707	4.75664
-92.232	14.793	10.8561	-78.315	14.467	7.74421
-37.925	13.049	2.02551	229.187	13.779	6.88857
-169.924	12.149	11.66203	-189.38	13.983	12.39096
75.756	13.805	10.04055	179.582	13.849	14.74788
103.153	15.027	12.02099	-136.62	14.62	18.08266
94.79	14.672	19.75549	-280.525	13.157	11.08405
-290.288	12.964	19.69306	-299.665	11.576	2.9877
-286.393	14.701	19.86284	-139.502	14.333	13.7811
-317.309	11.623	7.02074	143.789	13.256	15.29717
-12.755	11.535	4.4013	84.445	13.719	18.79954
286.26	12.88	12.34605	20.406	12.965	9.31479
50.19	14.063	10.07218	231.04	13.85	8.60933
211.358	13.36	2.59533	-55.386	14.182	14.00174
289.811	14.745	10.14245	287.107	13.286	2.35432
-160.192	13.559	11.64448	-232.737	11.803	13.16701
-55.715	11.975	3.15327	124.258	14.014	4.66884
9.619	11.572	13.4958	261.878	12.926	18.16436
41.797	12.315	16.22161	-131.163	14.655	8.08438
256.199	12.002	11.28494	-170.132	14.485	2.42659
96.456	12.088	19.47435	339.95	13.725	16.60805
63.033	12.098	7.11969	131.654	14.395	2.41878
72.889	15.318	17.96778	214.914	12.582	11.25976
226.224	14.453	4.68065	107.477	15.217	3.89398
-306.455	12.863	15.67455	-203.639	13.616	15.50428
-271.552	11.879	16.84315	-2.545	13.972	7.47364
120.948	15.454	6.62572	-84.75	11.926	15.57175
-144.286	13.801	3.9669	-108.138	12.717	14.06129
-23.659	15.012	14.72201	-291.697	15.344	11.50307
135.598	13.364	11.02833	-67.359	14.626	9.14211
-134.291	14.438	6.09341	-123.511	12.464	15.58505
36.224	13.676	18.62071	-88.947	13.494	17.12314
237.787	15.13	8.91523	110.475	14.274	18.54727
-201.182	13.573	14.23316	-11.637	15.04	16.98748
89.175	13.909	14.2951	131.596	12.879	7.53577
317.767	13.549	9.2522	-17.076	14.082	19.00031
237.544	14.401	13.49377	-309.54	11.847	12.62353
-131.627	14.113	2.89775	-191.275	12.663	15.22162
-315.53	14.181	3.02119	233.384	15.24	13.14274
-172.253	13.75	10.26871	349.389	13.621	17.46331
-178.238	12.195	2.86522	212.835	12.091	19.41864
329.538	13.24	10.90945	100.772	13.991	15.65561
-329.699	15.166	11.04167	-68.051	15.384	5.14976
-117.623	13.771	11.60611	-100.573	13.246	13.72202
218.511	15.146	6.41777	260.967	12.509	2.4076
189.622	13.74	19.50984	276.138	13.984	4.20009
-110.676	14.923	18.65515	-43.273	13.917	14.16299
78.699	13.475	10.51218	-4.918	14.539	17.32219
-56.967	14.809	5.32451	119.807	13.293	13.0885
38.904	15.272	19.17129	80.826	13.57	2.76464
